scenario,pv_filename,pv_scaleable,pv_kW_peak,load_folder,arrangement,pv_capex_scaleable,pv_cap_id,cp,all_residents,parent,network_tariff,en_capex_id,a_term,a_rate
14,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_30,DMO_EN_STC_30,PARENT_305_1,EA305,capex_low,20,0.06
15,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,TIDNULL,TIDNULL,PARENT_305_1,EA305,capex_low,20,0.06
16,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_15,DMO_EN_FLAT_15,PARENT_305_1,EA305,capex_low,20,0.06
17,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_15,DMO_EN_TOU_15,PARENT_305_1,EA305,capex_low,20,0.06
18,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_15,DMO_EN_STC_15,PARENT_305_1,EA305,capex_low,20,0.06
19,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_20,DMO_EN_FLAT_20,PARENT_305_1,EA305,capex_low,20,0.06
20,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_20,DMO_EN_TOU_20,PARENT_305_1,EA305,capex_low,20,0.06
21,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_20,DMO_EN_STC_20,PARENT_305_1,EA305,capex_low,20,0.06
22,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_25,DMO_EN_FLAT_25,PARENT_305_1,EA305,capex_low,20,0.06
23,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_25,DMO_EN_TOU_25,PARENT_305_1,EA305,capex_low,20,0.06
24,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_25,DMO_EN_STC_25,PARENT_305_1,EA305,capex_low,20,0.06
25,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_30,DMO_EN_FLAT_30,PARENT_305_1,EA305,capex_low,20,0.06
26,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_30,DMO_EN_TOU_30,PARENT_305_1,EA305,capex_low,20,0.06
27,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_30,DMO_EN_STC_30,PARENT_305_1,EA305,capex_low,20,0.06
28,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,TIDNULL,TIDNULL,PARENT_305_1,EA305,capex_med,20,0.06
29,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_15,DMO_EN_FLAT_15,PARENT_305_1,EA305,capex_med,20,0.06
30,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_15,DMO_EN_TOU_15,PARENT_305_1,EA305,capex_med,20,0.06
31,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_15,DMO_EN_STC_15,PARENT_305_1,EA305,capex_med,20,0.06
32,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_20,DMO_EN_FLAT_20,PARENT_305_1,EA305,capex_med,20,0.06
33,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_20,DMO_EN_TOU_20,PARENT_305_1,EA305,capex_med,20,0.06
34,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_20,DMO_EN_STC_20,PARENT_305_1,EA305,capex_med,20,0.06
35,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_25,DMO_EN_FLAT_25,PARENT_305_1,EA305,capex_med,20,0.06
36,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_25,DMO_EN_TOU_25,PARENT_305_1,EA305,capex_med,20,0.06
37,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_25,DMO_EN_STC_25,PARENT_305_1,EA305,capex_med,20,0.06
38,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_30,DMO_EN_FLAT_30,PARENT_305_1,EA305,capex_med,20,0.06
39,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_30,DMO_EN_TOU_30,PARENT_305_1,EA305,capex_med,20,0.06
40,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_30,DMO_EN_STC_30,PARENT_305_1,EA305,capex_med,20,0.06
41,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,TIDNULL,TIDNULL,PARENT_305_1,EA305,capex_med,20,0.06
42,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_15,DMO_EN_FLAT_15,PARENT_305_1,EA305,capex_med,20,0.06
43,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_15,DMO_EN_TOU_15,PARENT_305_1,EA305,capex_med,20,0.06
44,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_15,DMO_EN_STC_15,PARENT_305_1,EA305,capex_med,20,0.06
45,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_20,DMO_EN_FLAT_20,PARENT_305_1,EA305,capex_med,20,0.06
46,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_20,DMO_EN_TOU_20,PARENT_305_1,EA305,capex_med,20,0.06
47,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_20,DMO_EN_STC_20,PARENT_305_1,EA305,capex_med,20,0.06
48,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_25,DMO_EN_FLAT_25,PARENT_305_1,EA305,capex_med,20,0.06
49,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_25,DMO_EN_TOU_25,PARENT_305_1,EA305,capex_med,20,0.06
50,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_25,DMO_EN_STC_25,PARENT_305_1,EA305,capex_med,20,0.06
51,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_30,DMO_EN_FLAT_30,PARENT_305_1,EA305,capex_med,20,0.06
52,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_30,DMO_EN_TOU_30,PARENT_305_1,EA305,capex_med,20,0.06
53,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_30,DMO_EN_STC_30,PARENT_305_1,EA305,capex_med,20,0.06
54,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,TIDNULL,TIDNULL,PARENT_305_1,EA305,capex_high,20,0.06
55,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_15,DMO_EN_FLAT_15,PARENT_305_1,EA305,capex_high,20,0.06
56,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_15,DMO_EN_TOU_15,PARENT_305_1,EA305,capex_high,20,0.06
57,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_15,DMO_EN_STC_15,PARENT_305_1,EA305,capex_high,20,0.06
58,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_20,DMO_EN_FLAT_20,PARENT_305_1,EA305,capex_high,20,0.06
59,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_20,DMO_EN_TOU_20,PARENT_305_1,EA305,capex_high,20,0.06
60,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_20,DMO_EN_STC_20,PARENT_305_1,EA305,capex_high,20,0.06
61,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_25,DMO_EN_FLAT_25,PARENT_305_1,EA305,capex_high,20,0.06
62,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_25,DMO_EN_TOU_25,PARENT_305_1,EA305,capex_high,20,0.06
63,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_25,DMO_EN_STC_25,PARENT_305_1,EA305,capex_high,20,0.06
64,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_30,DMO_EN_FLAT_30,PARENT_305_1,EA305,capex_high,20,0.06
65,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_30,DMO_EN_TOU_30,PARENT_305_1,EA305,capex_high,20,0.06
66,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_30,DMO_EN_STC_30,PARENT_305_1,EA305,capex_high,20,0.06
67,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,TIDNULL,TIDNULL,PARENT_305_1,EA305,capex_high,20,0.06
68,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_15,DMO_EN_FLAT_15,PARENT_305_1,EA305,capex_high,20,0.06
69,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_15,DMO_EN_TOU_15,PARENT_305_1,EA305,capex_high,20,0.06
70,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_15,DMO_EN_STC_15,PARENT_305_1,EA305,capex_high,20,0.06
71,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_20,DMO_EN_FLAT_20,PARENT_305_1,EA305,capex_high,20,0.06
72,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_20,DMO_EN_TOU_20,PARENT_305_1,EA305,capex_high,20,0.06
73,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_20,DMO_EN_STC_20,PARENT_305_1,EA305,capex_high,20,0.06
74,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_25,DMO_EN_FLAT_25,PARENT_305_1,EA305,capex_high,20,0.06
75,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_25,DMO_EN_TOU_25,PARENT_305_1,EA305,capex_high,20,0.06
76,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_25,DMO_EN_STC_25,PARENT_305_1,EA305,capex_high,20,0.06
77,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_30,DMO_EN_FLAT_30,PARENT_305_1,EA305,capex_high,20,0.06
78,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_30,DMO_EN_TOU_30,PARENT_305_1,EA305,capex_high,20,0.06
79,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_30,DMO_EN_STC_30,PARENT_305_1,EA305,capex_high,20,0.06
80,,FALSE,,W,bau,FALSE,,DMO_BAU,DMO_BAU,TIDNULL,EA305,,20,0.06
81,,FALSE,,W,bau,FALSE,,DMO_TOU,DMO_TOU,TIDNULL,EA305,,20,0.06
82,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,TIDNULL,TIDNULL,PARENT_305_2,EA305,capex_low,20,0.06
83,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_15,DMO_EN_FLAT_15,PARENT_305_2,EA305,capex_low,20,0.06
84,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_15,DMO_EN_TOU_15,PARENT_305_2,EA305,capex_low,20,0.06
85,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_15,DMO_EN_STC_15,PARENT_305_2,EA305,capex_low,20,0.06
86,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_20,DMO_EN_FLAT_20,PARENT_305_2,EA305,capex_low,20,0.06
87,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_20,DMO_EN_TOU_20,PARENT_305_2,EA305,capex_low,20,0.06
88,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_20,DMO_EN_STC_20,PARENT_305_2,EA305,capex_low,20,0.06
89,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_25,DMO_EN_FLAT_25,PARENT_305_2,EA305,capex_low,20,0.06
90,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_25,DMO_EN_TOU_25,PARENT_305_2,EA305,capex_low,20,0.06
91,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_25,DMO_EN_STC_25,PARENT_305_2,EA305,capex_low,20,0.06
92,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_30,DMO_EN_FLAT_30,PARENT_305_2,EA305,capex_low,20,0.06
93,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_30,DMO_EN_TOU_30,PARENT_305_2,EA305,capex_low,20,0.06
94,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_30,DMO_EN_STC_30,PARENT_305_2,EA305,capex_low,20,0.06
95,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,TIDNULL,TIDNULL,PARENT_305_2,EA305,capex_low,20,0.06
96,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_15,DMO_EN_FLAT_15,PARENT_305_2,EA305,capex_low,20,0.06
97,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_15,DMO_EN_TOU_15,PARENT_305_2,EA305,capex_low,20,0.06
98,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_15,DMO_EN_STC_15,PARENT_305_2,EA305,capex_low,20,0.06
99,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_20,DMO_EN_FLAT_20,PARENT_305_2,EA305,capex_low,20,0.06
100,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_20,DMO_EN_TOU_20,PARENT_305_2,EA305,capex_low,20,0.06
101,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_20,DMO_EN_STC_20,PARENT_305_2,EA305,capex_low,20,0.06
102,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_25,DMO_EN_FLAT_25,PARENT_305_2,EA305,capex_low,20,0.06
103,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_25,DMO_EN_TOU_25,PARENT_305_2,EA305,capex_low,20,0.06
104,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_25,DMO_EN_STC_25,PARENT_305_2,EA305,capex_low,20,0.06
105,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_30,DMO_EN_FLAT_30,PARENT_305_2,EA305,capex_low,20,0.06
106,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_30,DMO_EN_TOU_30,PARENT_305_2,EA305,capex_low,20,0.06
107,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_30,DMO_EN_STC_30,PARENT_305_2,EA305,capex_low,20,0.06
108,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,TIDNULL,TIDNULL,PARENT_305_2,EA305,capex_med,20,0.06
109,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_15,DMO_EN_FLAT_15,PARENT_305_2,EA305,capex_med,20,0.06
110,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_15,DMO_EN_TOU_15,PARENT_305_2,EA305,capex_med,20,0.06
111,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_15,DMO_EN_STC_15,PARENT_305_2,EA305,capex_med,20,0.06
112,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_20,DMO_EN_FLAT_20,PARENT_305_2,EA305,capex_med,20,0.06
113,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_20,DMO_EN_TOU_20,PARENT_305_2,EA305,capex_med,20,0.06
114,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_20,DMO_EN_STC_20,PARENT_305_2,EA305,capex_med,20,0.06
115,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_25,DMO_EN_FLAT_25,PARENT_305_2,EA305,capex_med,20,0.06
116,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_25,DMO_EN_TOU_25,PARENT_305_2,EA305,capex_med,20,0.06
117,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_25,DMO_EN_STC_25,PARENT_305_2,EA305,capex_med,20,0.06
118,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_30,DMO_EN_FLAT_30,PARENT_305_2,EA305,capex_med,20,0.06
119,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_30,DMO_EN_TOU_30,PARENT_305_2,EA305,capex_med,20,0.06
120,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_30,DMO_EN_STC_30,PARENT_305_2,EA305,capex_med,20,0.06
121,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,TIDNULL,TIDNULL,PARENT_305_2,EA305,capex_med,20,0.06
122,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_15,DMO_EN_FLAT_15,PARENT_305_2,EA305,capex_med,20,0.06
123,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_15,DMO_EN_TOU_15,PARENT_305_2,EA305,capex_med,20,0.06
124,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_15,DMO_EN_STC_15,PARENT_305_2,EA305,capex_med,20,0.06
125,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_20,DMO_EN_FLAT_20,PARENT_305_2,EA305,capex_med,20,0.06
126,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_20,DMO_EN_TOU_20,PARENT_305_2,EA305,capex_med,20,0.06
127,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_20,DMO_EN_STC_20,PARENT_305_2,EA305,capex_med,20,0.06
128,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_25,DMO_EN_FLAT_25,PARENT_305_2,EA305,capex_med,20,0.06
129,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_25,DMO_EN_TOU_25,PARENT_305_2,EA305,capex_med,20,0.06
130,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_25,DMO_EN_STC_25,PARENT_305_2,EA305,capex_med,20,0.06
131,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_30,DMO_EN_FLAT_30,PARENT_305_2,EA305,capex_med,20,0.06
132,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_30,DMO_EN_TOU_30,PARENT_305_2,EA305,capex_med,20,0.06
133,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_30,DMO_EN_STC_30,PARENT_305_2,EA305,capex_med,20,0.06
134,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,TIDNULL,TIDNULL,PARENT_305_2,EA305,capex_high,20,0.06
135,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_15,DMO_EN_FLAT_15,PARENT_305_2,EA305,capex_high,20,0.06
136,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_15,DMO_EN_TOU_15,PARENT_305_2,EA305,capex_high,20,0.06
137,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_15,DMO_EN_STC_15,PARENT_305_2,EA305,capex_high,20,0.06
138,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_20,DMO_EN_FLAT_20,PARENT_305_2,EA305,capex_high,20,0.06
139,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_20,DMO_EN_TOU_20,PARENT_305_2,EA305,capex_high,20,0.06
140,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_20,DMO_EN_STC_20,PARENT_305_2,EA305,capex_high,20,0.06
141,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_25,DMO_EN_FLAT_25,PARENT_305_2,EA305,capex_high,20,0.06
142,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_25,DMO_EN_TOU_25,PARENT_305_2,EA305,capex_high,20,0.06
143,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_25,DMO_EN_STC_25,PARENT_305_2,EA305,capex_high,20,0.06
144,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_30,DMO_EN_FLAT_30,PARENT_305_2,EA305,capex_high,20,0.06
145,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_30,DMO_EN_TOU_30,PARENT_305_2,EA305,capex_high,20,0.06
146,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_30,DMO_EN_STC_30,PARENT_305_2,EA305,capex_high,20,0.06
147,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,TIDNULL,TIDNULL,PARENT_305_2,EA305,capex_high,20,0.06
148,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_15,DMO_EN_FLAT_15,PARENT_305_2,EA305,capex_high,20,0.06
149,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_15,DMO_EN_TOU_15,PARENT_305_2,EA305,capex_high,20,0.06
150,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_15,DMO_EN_STC_15,PARENT_305_2,EA305,capex_high,20,0.06
151,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_20,DMO_EN_FLAT_20,PARENT_305_2,EA305,capex_high,20,0.06
152,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_20,DMO_EN_TOU_20,PARENT_305_2,EA305,capex_high,20,0.06
153,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_20,DMO_EN_STC_20,PARENT_305_2,EA305,capex_high,20,0.06
154,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_25,DMO_EN_FLAT_25,PARENT_305_2,EA305,capex_high,20,0.06
